Job_ID,Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type,Error_Rate (%)
JOB_2255,2024-01-02 13:34:00,2024-01-02 13:34:00,80.32,7397,4230,6.47,302,Enterprise DB,4496,567.7,Medium,ASB-Dynamic-CapsNet,Static,4.67
JOB_2256,2024-01-02 13:35:00,2024-01-02 13:35:00,55.74,5081,1492,8.65,94,Enterprise DB,630,301.44,Low,Round Robin,Dynamic,0.75
JOB_2257,2024-01-02 13:36:00,2024-01-02 13:36:00,51.4,4215,2176,5.73,918,Cloud,2211,309.5,Low,Priority-Based,Static,3.0
JOB_2258,2024-01-02 13:37:00,2024-01-02 13:37:00,44.43,6109,874,4.4,210,Enterprise DB,4765,430.23,Low,Round Robin,Static,1.73
JOB_2259,2024-01-02 13:38:00,2024-01-02 13:38:00,35.36,2501,4416,8.46,694,Enterprise DB,1581,321.0,High,ASB-Dynamic-CapsNet,Dynamic,3.17
JOB_2260,2024-01-02 13:39:00,2024-01-02 13:39:00,44.77,1887,3524,9.82,550,Enterprise DB,1418,916.18,Low,ASB-Dynamic-CapsNet,Static,4.26
JOB_2261,2024-01-02 13:40:00,2024-01-02 13:40:00,71.91,3683,2223,6.63,306,Social Media,2484,51.54,Low,FCFS,Dynamic,1.43
JOB_2262,2024-01-02 13:41:00,2024-01-02 13:41:00,58.15,7052,4689,8.81,65,Enterprise DB,3041,242.22,High,Round Robin,Static,0.39
JOB_2263,2024-01-02 13:42:00,2024-01-02 13:42:00,81.4,1530,3693,6.19,481,IoT,2952,810.47,Medium,FCFS,Static,1.02
JOB_2264,2024-01-02 13:43:00,2024-01-02 13:43:00,45.47,2265,379,7.05,25,Cloud,2580,835.62,Low,FCFS,Dynamic,2.2
JOB_2265,2024-01-02 13:44:00,2024-01-02 13:44:00,58.57,5263,4941,7.04,661,Enterprise DB,522,120.44,High,Priority-Based,Static,2.58
JOB_2266,2024-01-02 13:45:00,2024-01-02 13:45:00,60.5,1720,2911,7.2,75,IoT,908,974.03,Medium,ASB-Dynamic-CapsNet,Static,4.71
JOB_2267,2024-01-02 13:46:00,2024-01-02 13:46:00,57.34,5430,2442,3.55,967,Cloud,3039,696.42,Low,FCFS,Dynamic,0.08
JOB_2268,2024-01-02 13:47:00,2024-01-02 13:47:00,66.21,5471,1574,5.97,668,Cloud,2490,279.87,Medium,FCFS,Static,3.79
JOB_2269,2024-01-02 13:48:00,2024-01-02 13:48:00,28.99,4306,1957,6.14,679,IoT,3756,461.48,Low,ASB-Dynamic-CapsNet,Static,0.36
JOB_2270,2024-01-02 13:49:00,2024-01-02 13:49:00,50.99,2914,2989,3.49,921,IoT,1762,304.17,Low,ASB-Dynamic-CapsNet,Dynamic,0.39
JOB_2271,2024-01-02 13:50:00,2024-01-02 13:50:00,18.34,5597,1159,3.82,481,Social Media,565,158.52,Medium,Priority-Based,Dynamic,3.27
JOB_2272,2024-01-02 13:51:00,2024-01-02 13:51:00,40.76,4845,2022,7.74,918,Social Media,2443,298.27,Medium,Priority-Based,Static,4.54
JOB_2273,2024-01-02 13:52:00,2024-01-02 13:52:00,49.01,6535,3899,6.04,590,Enterprise DB,1425,584.29,Medium,FCFS,Static,1.44
JOB_2274,2024-01-02 13:53:00,2024-01-02 13:53:00,62.18,2118,4692,1.92,32,Social Media,3719,827.71,Low,FCFS,Dynamic,1.35
JOB_2275,2024-01-02 13:54:00,2024-01-02 13:54:00,86.04,1763,2573,8.46,711,IoT,2440,369.89,Low,FCFS,Dynamic,3.09
JOB_2276,2024-01-02 13:55:00,2024-01-02 13:55:00,58.05,7023,4239,8.89,769,Social Media,3312,354.42,High,Round Robin,Static,3.88
JOB_2277,2024-01-02 13:56:00,2024-01-02 13:56:00,69.49,1371,1951,4.93,495,Cloud,4688,473.32,High,Priority-Based,Static,4.34
JOB_2278,2024-01-02 13:57:00,2024-01-02 13:57:00,50.5,1334,3641,2.48,424,IoT,2916,648.11,High,FCFS,Dynamic,1.25
JOB_2279,2024-01-02 13:58:00,2024-01-02 13:58:00,60.73,3322,4649,9.5,830,Enterprise DB,1109,754.1,Low,ASB-Dynamic-CapsNet,Static,3.7
JOB_2280,2024-01-02 13:59:00,2024-01-02 13:59:00,15.67,1418,694,8.88,897,Cloud,806,333.53,Medium,Priority-Based,Static,1.54
JOB_2281,2024-01-02 14:00:00,2024-01-02 14:00:00,30.35,2224,606,2.82,666,Cloud,3545,590.49,High,Priority-Based,Dynamic,2.72
JOB_2282,2024-01-02 14:01:00,2024-01-02 14:01:00,38.95,7098,4989,1.41,905,Cloud,237,395.47,Low,FCFS,Static,0.95
JOB_2283,2024-01-02 14:02:00,2024-01-02 14:02:00,47.8,2913,120,4.69,314,IoT,2431,719.24,Medium,Round Robin,Static,0.73
JOB_2284,2024-01-02 14:03:00,2024-01-02 14:03:00,13.65,1813,1499,6.93,186,IoT,4628,173.03,High,FCFS,Dynamic,4.68
JOB_2285,2024-01-02 14:04:00,2024-01-02 14:04:00,21.2,6493,3301,2.17,204,Enterprise DB,2764,264.36,Medium,Round Robin,Static,2.74
JOB_2286,2024-01-02 14:05:00,2024-01-02 14:05:00,32.15,4998,2561,5.38,931,Social Media,345,431.8,Medium,Round Robin,Static,0.02
JOB_2287,2024-01-02 14:06:00,2024-01-02 14:06:00,87.72,2605,3778,4.54,22,Social Media,3583,890.52,High,ASB-Dynamic-CapsNet,Dynamic,3.97
JOB_2288,2024-01-02 14:07:00,2024-01-02 14:07:00,36.51,3068,436,8.96,885,Social Media,4190,577.59,High,FCFS,Dynamic,3.45
JOB_2289,2024-01-02 14:08:00,2024-01-02 14:08:00,48.56,5923,1767,4.58,175,Social Media,4092,965.74,Low,Round Robin,Dynamic,1.63
JOB_2290,2024-01-02 14:09:00,2024-01-02 14:09:00,25.69,1638,3676,5.57,159,Cloud,2092,112.24,Medium,Priority-Based,Static,2.32
JOB_2291,2024-01-02 14:10:00,2024-01-02 14:10:00,58.86,709,1009,9.58,350,IoT,4320,465.57,High,FCFS,Static,2.25
JOB_2292,2024-01-02 14:11:00,2024-01-02 14:11:00,32.45,1564,375,3.35,934,Social Media,3101,424.89,High,Round Robin,Static,1.37
JOB_2293,2024-01-02 14:12:00,2024-01-02 14:12:00,26.56,5411,991,3.25,566,Cloud,1850,604.2,Medium,Priority-Based,Static,4.9
JOB_2294,2024-01-02 14:13:00,2024-01-02 14:13:00,51.33,2720,112,8.1,183,IoT,3954,813.84,Medium,ASB-Dynamic-CapsNet,Dynamic,2.72
JOB_2295,2024-01-02 14:14:00,2024-01-02 14:14:00,10.44,733,4157,3.14,176,IoT,3831,843.03,Medium,ASB-Dynamic-CapsNet,Dynamic,4.49
JOB_2296,2024-01-02 14:15:00,2024-01-02 14:15:00,10.61,1292,3125,8.4,718,IoT,2311,673.49,High,FCFS,Dynamic,2.93
JOB_2297,2024-01-02 14:16:00,2024-01-02 14:16:00,27.53,6503,1073,1.41,727,Cloud,1572,645.12,High,FCFS,Static,3.45
JOB_2298,2024-01-02 14:17:00,2024-01-02 14:17:00,12.94,6209,4370,1.56,603,Social Media,4903,949.54,Low,FCFS,Dynamic,0.15
JOB_2299,2024-01-02 14:18:00,2024-01-02 14:18:00,18.64,7436,4070,9.06,589,IoT,1470,389.85,Medium,FCFS,Static,2.56
JOB_2300,2024-01-02 14:19:00,2024-01-02 14:19:00,37.11,3610,1508,5.64,106,Cloud,4642,834.46,High,FCFS,Static,3.61
JOB_2301,2024-01-02 14:20:00,2024-01-02 14:20:00,74.21,2666,2043,7.33,688,IoT,154,922.29,High,Round Robin,Static,0.61
JOB_2302,2024-01-02 14:21:00,2024-01-02 14:21:00,55.76,834,2388,2.64,413,Enterprise DB,3673,496.62,Medium,Priority-Based,Dynamic,3.39
JOB_2303,2024-01-02 14:22:00,2024-01-02 14:22:00,51.01,1859,646,2.08,86,Enterprise DB,528,731.81,High,FCFS,Static,0.42
JOB_2304,2024-01-02 14:23:00,2024-01-02 14:23:00,33.48,6235,1318,8.43,246,Cloud,742,383.25,Medium,Priority-Based,Static,4.04
JOB_2305,2024-01-02 14:24:00,2024-01-02 14:24:00,84.54,5693,1520,3.91,717,Social Media,3088,167.29,High,Round Robin,Dynamic,4.89
JOB_2306,2024-01-02 14:25:00,2024-01-02 14:25:00,41.76,1714,1554,4.82,300,Social Media,3019,590.64,Medium,Round Robin,Dynamic,3.13
JOB_2307,2024-01-02 14:26:00,2024-01-02 14:26:00,16.97,4919,3477,0.77,145,IoT,243,204.51,Medium,Round Robin,Static,0.39
JOB_2308,2024-01-02 14:27:00,2024-01-02 14:27:00,59.37,7654,2872,4.17,829,Social Media,1539,463.02,High,FCFS,Static,2.93
JOB_2309,2024-01-02 14:28:00,2024-01-02 14:28:00,19.11,7814,4198,7.82,817,Social Media,108,874.15,Medium,ASB-Dynamic-CapsNet,Static,3.7
JOB_2310,2024-01-02 14:29:00,2024-01-02 14:29:00,37.62,6386,2838,8.3,898,Enterprise DB,1936,95.16,Low,ASB-Dynamic-CapsNet,Dynamic,4.67
JOB_2311,2024-01-02 14:30:00,2024-01-02 14:30:00,50.59,783,3847,7.14,890,Cloud,3659,40.12,Low,FCFS,Dynamic,0.23
JOB_2312,2024-01-02 14:31:00,2024-01-02 14:31:00,79.94,712,1942,7.08,376,Enterprise DB,4623,610.41,Medium,FCFS,Dynamic,3.88
JOB_2313,2024-01-02 14:32:00,2024-01-02 14:32:00,49.48,2158,846,5.31,557,Cloud,2630,337.75,Low,FCFS,Dynamic,0.66
JOB_2314,2024-01-02 14:33:00,2024-01-02 14:33:00,66.18,4578,2916,5.61,911,IoT,2018,423.76,High,Round Robin,Dynamic,3.95
JOB_2315,2024-01-02 14:34:00,2024-01-02 14:34:00,89.43,6337,971,7.56,257,Enterprise DB,4737,411.65,High,ASB-Dynamic-CapsNet,Static,4.44
JOB_2316,2024-01-02 14:35:00,2024-01-02 14:35:00,20.52,5524,594,2.85,775,Cloud,4984,95.75,Medium,ASB-Dynamic-CapsNet,Static,4.31
JOB_2317,2024-01-02 14:36:00,2024-01-02 14:36:00,31.98,5347,3544,2.7,223,Social Media,4103,13.53,High,Priority-Based,Static,3.26
JOB_2318,2024-01-02 14:37:00,2024-01-02 14:37:00,41.57,1917,4823,9.52,773,Cloud,4694,899.44,High,Priority-Based,Static,2.5
JOB_2319,2024-01-02 14:38:00,2024-01-02 14:38:00,43.75,2886,1175,0.76,79,Social Media,3135,225.62,Low,ASB-Dynamic-CapsNet,Dynamic,4.37
JOB_2320,2024-01-02 14:39:00,2024-01-02 14:39:00,42.88,6417,4094,1.82,755,IoT,270,431.82,High,ASB-Dynamic-CapsNet,Dynamic,2.6
JOB_2321,2024-01-02 14:40:00,2024-01-02 14:40:00,82.61,5641,4337,5.92,338,Social Media,925,972.21,High,Round Robin,Static,0.95
JOB_2322,2024-01-02 14:41:00,2024-01-02 14:41:00,67.12,2294,145,7.51,25,Cloud,3512,828.49,Low,Priority-Based,Static,4.71
JOB_2323,2024-01-02 14:42:00,2024-01-02 14:42:00,58.63,6488,3156,5.61,496,Enterprise DB,2775,116.85,Medium,FCFS,Dynamic,1.87
JOB_2324,2024-01-02 14:43:00,2024-01-02 14:43:00,34.75,604,2157,3.87,183,Cloud,1246,513.43,Medium,Round Robin,Static,3.12
JOB_2325,2024-01-02 14:44:00,2024-01-02 14:44:00,75.9,6085,763,9.79,708,Enterprise DB,2759,732.78,Low,Priority-Based,Static,1.0
JOB_2326,2024-01-02 14:45:00,2024-01-02 14:45:00,86.4,6078,4768,7.19,815,Cloud,2781,701.41,Low,FCFS,Dynamic,0.55
JOB_2327,2024-01-02 14:46:00,2024-01-02 14:46:00,75.7,6051,2129,8.4,746,Cloud,385,763.23,High,FCFS,Static,2.76
JOB_2328,2024-01-02 14:47:00,2024-01-02 14:47:00,10.13,5365,2796,0.88,283,IoT,274,462.88,High,ASB-Dynamic-CapsNet,Dynamic,2.77
JOB_2329,2024-01-02 14:48:00,2024-01-02 14:48:00,60.91,7359,739,2.74,533,Social Media,3991,184.16,Medium,ASB-Dynamic-CapsNet,Static,1.85
JOB_2330,2024-01-02 14:49:00,2024-01-02 14:49:00,14.09,4393,2763,4.05,831,Cloud,4333,470.22,Medium,FCFS,Static,1.56
JOB_2331,2024-01-02 14:50:00,2024-01-02 14:50:00,30.61,4345,2845,2.23,228,Enterprise DB,1297,651.41,Low,FCFS,Static,1.87
JOB_2332,2024-01-02 14:51:00,2024-01-02 14:51:00,14.76,4190,4502,1.19,952,Social Media,2740,612.51,High,ASB-Dynamic-CapsNet,Dynamic,3.98
JOB_2333,2024-01-02 14:52:00,2024-01-02 14:52:00,58.3,7406,2695,2.64,522,IoT,4007,79.82,Low,ASB-Dynamic-CapsNet,Dynamic,1.79
JOB_2334,2024-01-02 14:53:00,2024-01-02 14:53:00,64.93,6555,3527,5.57,408,Social Media,4639,74.3,Medium,ASB-Dynamic-CapsNet,Dynamic,4.61
JOB_2335,2024-01-02 14:54:00,2024-01-02 14:54:00,19.16,6623,494,7.11,120,Cloud,1936,965.61,Medium,ASB-Dynamic-CapsNet,Dynamic,0.56
JOB_2336,2024-01-02 14:55:00,2024-01-02 14:55:00,40.71,3792,3697,7.85,996,Enterprise DB,360,160.29,Low,Priority-Based,Dynamic,4.66
JOB_2337,2024-01-02 14:56:00,2024-01-02 14:56:00,46.5,878,4944,0.91,473,Enterprise DB,2618,301.52,High,ASB-Dynamic-CapsNet,Dynamic,3.45
JOB_2338,2024-01-02 14:57:00,2024-01-02 14:57:00,39.52,3793,2432,4.57,798,Social Media,1654,769.96,High,Round Robin,Static,1.72
JOB_2339,2024-01-02 14:58:00,2024-01-02 14:58:00,19.68,3829,429,1.66,650,Enterprise DB,4032,415.58,Low,Round Robin,Static,0.03
JOB_2340,2024-01-02 14:59:00,2024-01-02 14:59:00,43.52,5308,2197,4.6,102,Cloud,418,189.65,Medium,Round Robin,Static,4.01
JOB_2341,2024-01-02 15:00:00,2024-01-02 15:00:00,70.09,3938,872,4.62,460,Enterprise DB,3596,472.56,Low,ASB-Dynamic-CapsNet,Static,4.85
JOB_2342,2024-01-02 15:01:00,2024-01-02 15:01:00,15.68,5968,1745,5.23,405,Enterprise DB,4891,573.26,Low,FCFS,Dynamic,4.91
JOB_2343,2024-01-02 15:02:00,2024-01-02 15:02:00,16.41,724,1832,8.98,901,Enterprise DB,1047,458.24,High,FCFS,Static,2.12
JOB_2344,2024-01-02 15:03:00,2024-01-02 15:03:00,38.38,6333,4573,8.15,933,Cloud,546,919.76,Medium,Priority-Based,Dynamic,0.35
JOB_2345,2024-01-02 15:04:00,2024-01-02 15:04:00,85.34,1237,1887,6.55,560,IoT,1013,291.85,Medium,ASB-Dynamic-CapsNet,Static,1.57
JOB_2346,2024-01-02 15:05:00,2024-01-02 15:05:00,63.49,735,1723,8.91,942,Enterprise DB,2054,664.72,High,Round Robin,Static,1.55
JOB_2347,2024-01-02 15:06:00,2024-01-02 15:06:00,64.29,4778,1099,6.95,488,IoT,1248,121.17,Medium,FCFS,Dynamic,0.51
JOB_2348,2024-01-02 15:07:00,2024-01-02 15:07:00,38.95,1211,1948,8.28,325,Social Media,2395,398.36,Medium,ASB-Dynamic-CapsNet,Dynamic,2.62
JOB_2349,2024-01-02 15:08:00,2024-01-02 15:08:00,57.49,6488,1661,5.86,680,Social Media,626,743.58,High,Round Robin,Static,3.02
JOB_2350,2024-01-02 15:09:00,2024-01-02 15:09:00,10.81,7087,873,5.49,707,Cloud,3210,232.57,Medium,Round Robin,Dynamic,3.64
JOB_2351,2024-01-02 15:10:00,2024-01-02 15:10:00,60.89,2388,1903,7.38,362,Cloud,103,593.87,Medium,Round Robin,Dynamic,0.26
JOB_2352,2024-01-02 15:11:00,2024-01-02 15:11:00,83.06,5218,1198,0.69,777,Cloud,3482,161.9,Low,Round Robin,Static,1.38
JOB_2353,2024-01-02 15:12:00,2024-01-02 15:12:00,59.01,7673,2150,7.06,248,Cloud,278,111.67,Medium,Round Robin,Dynamic,1.78
JOB_2354,2024-01-02 15:13:00,2024-01-02 15:13:00,79.9,1759,1698,9.38,113,IoT,828,528.0,Low,Priority-Based,Dynamic,4.46
JOB_2355,2024-01-02 15:14:00,2024-01-02 15:14:00,67.92,5746,847,7.28,916,Cloud,3880,678.26,Low,Round Robin,Dynamic,4.51
JOB_2356,2024-01-02 15:15:00,2024-01-02 15:15:00,19.64,7771,4073,0.85,887,IoT,1034,122.23,Low,Priority-Based,Static,1.3
JOB_2357,2024-01-02 15:16:00,2024-01-02 15:16:00,82.2,1248,2422,4.09,38,Enterprise DB,4518,918.6,High,Round Robin,Dynamic,2.44
JOB_2358,2024-01-02 15:17:00,2024-01-02 15:17:00,15.32,4486,1653,8.19,98,Enterprise DB,518,233.51,High,Round Robin,Dynamic,2.12
JOB_2359,2024-01-02 15:18:00,2024-01-02 15:18:00,52.72,4051,1715,9.61,384,Social Media,2517,128.78,Medium,Round Robin,Dynamic,2.63
JOB_2360,2024-01-02 15:19:00,2024-01-02 15:19:00,21.37,6798,3854,4.02,406,Social Media,1899,210.67,Low,Round Robin,Static,1.43
JOB_2361,2024-01-02 15:20:00,2024-01-02 15:20:00,10.94,6900,4524,8.49,572,IoT,581,177.88,Medium,Priority-Based,Static,2.31
JOB_2362,2024-01-02 15:21:00,2024-01-02 15:21:00,43.76,6878,2402,8.71,373,Cloud,3085,99.77,Medium,ASB-Dynamic-CapsNet,Static,0.73
JOB_2363,2024-01-02 15:22:00,2024-01-02 15:22:00,33.6,7143,4321,1.67,959,Social Media,611,799.86,Medium,FCFS,Dynamic,3.55
JOB_2364,2024-01-02 15:23:00,2024-01-02 15:23:00,48.88,6932,4962,8.53,156,IoT,139,500.58,Medium,Priority-Based,Static,1.85
JOB_2365,2024-01-02 15:24:00,2024-01-02 15:24:00,56.18,1009,3755,3.58,323,Social Media,1456,394.63,Medium,Priority-Based,Dynamic,2.71
JOB_2366,2024-01-02 15:25:00,2024-01-02 15:25:00,13.5,6171,3495,6.14,557,Cloud,4514,951.12,Low,Priority-Based,Static,3.02
JOB_2367,2024-01-02 15:26:00,2024-01-02 15:26:00,19.84,2323,316,5.62,805,IoT,3195,377.3,Low,ASB-Dynamic-CapsNet,Static,4.18
JOB_2368,2024-01-02 15:27:00,2024-01-02 15:27:00,54.69,7352,3416,6.8,461,Social Media,1342,175.3,Low,FCFS,Dynamic,0.41
JOB_2369,2024-01-02 15:28:00,2024-01-02 15:28:00,37.45,5380,1459,7.53,908,Cloud,4160,281.3,Low,ASB-Dynamic-CapsNet,Dynamic,2.41
JOB_2370,2024-01-02 15:29:00,2024-01-02 15:29:00,68.33,3441,3874,4.69,515,IoT,3831,246.58,High,FCFS,Dynamic,4.47
JOB_2371,2024-01-02 15:30:00,2024-01-02 15:30:00,62.18,7419,4377,8.94,495,IoT,4117,503.75,Low,FCFS,Dynamic,1.65
JOB_2372,2024-01-02 15:31:00,2024-01-02 15:31:00,77.65,6941,4529,8.19,110,IoT,3555,298.59,Low,FCFS,Dynamic,2.22
JOB_2373,2024-01-02 15:32:00,2024-01-02 15:32:00,65.4,4732,4706,7.96,116,Enterprise DB,2441,520.9,Low,ASB-Dynamic-CapsNet,Dynamic,0.43
JOB_2374,2024-01-02 15:33:00,2024-01-02 15:33:00,44.39,7019,4578,4.85,866,IoT,1268,672.6,High,FCFS,Dynamic,3.75
JOB_2375,2024-01-02 15:34:00,2024-01-02 15:34:00,63.84,2634,1996,0.86,946,Social Media,1995,779.53,Medium,Round Robin,Static,0.43
JOB_2376,2024-01-02 15:35:00,2024-01-02 15:35:00,32.03,2277,4527,5.18,300,IoT,2302,713.06,High,Priority-Based,Static,3.15
JOB_2377,2024-01-02 15:36:00,2024-01-02 15:36:00,34.51,1722,999,9.04,358,IoT,3941,213.53,Low,FCFS,Static,1.87
JOB_2378,2024-01-02 15:37:00,2024-01-02 15:37:00,73.12,7080,741,2.31,626,IoT,1724,124.74,Low,Priority-Based,Dynamic,1.69
JOB_2379,2024-01-02 15:38:00,2024-01-02 15:38:00,45.71,5929,4829,9.83,742,IoT,825,547.03,High,ASB-Dynamic-CapsNet,Static,2.93
JOB_2380,2024-01-02 15:39:00,2024-01-02 15:39:00,73.87,4167,3727,8.17,597,IoT,4831,206.92,Medium,ASB-Dynamic-CapsNet,Dynamic,2.84
JOB_2381,2024-01-02 15:40:00,2024-01-02 15:40:00,75.79,2277,295,7.24,236,Enterprise DB,3617,94.08,High,Round Robin,Static,2.03
JOB_2382,2024-01-02 15:41:00,2024-01-02 15:41:00,78.6,1804,1993,6.93,605,Cloud,2815,531.82,High,FCFS,Static,1.39
JOB_2383,2024-01-02 15:42:00,2024-01-02 15:42:00,83.33,7990,3375,6.08,986,Enterprise DB,274,333.53,Low,Priority-Based,Dynamic,2.54
JOB_2384,2024-01-02 15:43:00,2024-01-02 15:43:00,44.48,5359,4150,7.35,597,Social Media,113,758.59,High,Priority-Based,Static,1.34
JOB_2385,2024-01-02 15:44:00,2024-01-02 15:44:00,35.51,1201,4653,4.51,770,Cloud,1837,321.05,High,Priority-Based,Static,0.51
JOB_2386,2024-01-02 15:45:00,2024-01-02 15:45:00,56.58,3489,2404,8.53,776,Social Media,3900,978.93,High,ASB-Dynamic-CapsNet,Static,4.0
JOB_2387,2024-01-02 15:46:00,2024-01-02 15:46:00,39.69,651,3700,7.12,59,IoT,1425,760.94,High,FCFS,Static,3.51
JOB_2388,2024-01-02 15:47:00,2024-01-02 15:47:00,58.09,1825,3443,7.83,877,Social Media,3584,67.12,High,Round Robin,Static,0.42
JOB_2389,2024-01-02 15:48:00,2024-01-02 15:48:00,66.45,1801,2156,8.03,979,Enterprise DB,3965,513.78,High,Round Robin,Dynamic,0.81
JOB_2390,2024-01-02 15:49:00,2024-01-02 15:49:00,65.07,4222,2908,1.37,731,Enterprise DB,4502,566.99,Low,ASB-Dynamic-CapsNet,Dynamic,0.5
JOB_2391,2024-01-02 15:50:00,2024-01-02 15:50:00,39.96,2211,1324,1.03,167,IoT,142,698.35,Low,FCFS,Static,3.95
JOB_2392,2024-01-02 15:51:00,2024-01-02 15:51:00,23.35,5627,986,8.11,337,IoT,2792,502.82,Low,Round Robin,Dynamic,3.86
JOB_2393,2024-01-02 15:52:00,2024-01-02 15:52:00,44.44,1306,492,2.96,754,Cloud,1727,488.61,Low,Round Robin,Dynamic,2.04
JOB_2394,2024-01-02 15:53:00,2024-01-02 15:53:00,21.41,4830,1775,6.03,892,Enterprise DB,3716,374.26,High,ASB-Dynamic-CapsNet,Static,4.11
JOB_2395,2024-01-02 15:54:00,2024-01-02 15:54:00,81.21,3222,3290,4.72,86,Enterprise DB,3914,278.75,High,Priority-Based,Dynamic,4.87
JOB_2396,2024-01-02 15:55:00,2024-01-02 15:55:00,37.67,5156,2546,0.71,744,Cloud,2531,946.74,High,Round Robin,Dynamic,4.85
JOB_2397,2024-01-02 15:56:00,2024-01-02 15:56:00,22.36,1825,4005,0.88,642,Enterprise DB,4986,324.42,High,ASB-Dynamic-CapsNet,Dynamic,4.9
JOB_2398,2024-01-02 15:57:00,2024-01-02 15:57:00,12.04,4633,3438,8.36,463,Cloud,1451,72.79,Low,Round Robin,Static,4.23
JOB_2399,2024-01-02 15:58:00,2024-01-02 15:58:00,61.67,1659,3691,6.27,319,Enterprise DB,1656,175.61,Low,Round Robin,Static,1.08
JOB_2400,2024-01-02 15:59:00,2024-01-02 15:59:00,60.95,3369,3866,5.48,336,Social Media,4006,858.7,High,ASB-Dynamic-CapsNet,Static,0.29
JOB_2401,2024-01-02 16:00:00,2024-01-02 16:00:00,37.25,5016,2627,9.47,517,Social Media,3459,590.77,High,ASB-Dynamic-CapsNet,Static,4.06
JOB_2402,2024-01-02 16:01:00,2024-01-02 16:01:00,15.74,1742,2281,2.14,862,Cloud,3121,780.99,High,FCFS,Static,1.54
JOB_2403,2024-01-02 16:02:00,2024-01-02 16:02:00,42.77,847,3864,2.95,879,Cloud,947,810.69,High,Round Robin,Static,1.69
JOB_2404,2024-01-02 16:03:00,2024-01-02 16:03:00,34.9,2331,454,7.69,116,IoT,2981,825.0,Medium,Priority-Based,Static,0.36
JOB_2405,2024-01-02 16:04:00,2024-01-02 16:04:00,64.17,2069,2731,7.86,250,Enterprise DB,4637,555.11,Medium,Priority-Based,Dynamic,3.57
JOB_2406,2024-01-02 16:05:00,2024-01-02 16:05:00,58.46,4435,1621,4.35,444,Social Media,3763,185.35,Medium,FCFS,Static,2.15
JOB_2407,2024-01-02 16:06:00,2024-01-02 16:06:00,39.17,7746,2772,9.53,37,IoT,3181,156.75,Medium,FCFS,Dynamic,1.02
JOB_2408,2024-01-02 16:07:00,2024-01-02 16:07:00,27.43,7391,3278,9.41,713,Enterprise DB,1582,578.24,High,ASB-Dynamic-CapsNet,Static,3.26
JOB_2409,2024-01-02 16:08:00,2024-01-02 16:08:00,89.04,2418,2437,0.62,258,Social Media,2027,372.85,High,Priority-Based,Static,4.9
JOB_2410,2024-01-02 16:09:00,2024-01-02 16:09:00,46.32,6916,728,2.14,373,Enterprise DB,1848,562.47,High,Round Robin,Static,2.49
JOB_2411,2024-01-02 16:10:00,2024-01-02 16:10:00,65.06,3732,2779,8.29,734,Cloud,1401,503.49,Medium,ASB-Dynamic-CapsNet,Static,3.03
JOB_2412,2024-01-02 16:11:00,2024-01-02 16:11:00,21.24,4258,4522,3.68,542,Social Media,1888,606.18,Medium,Round Robin,Dynamic,0.81
JOB_2413,2024-01-02 16:12:00,2024-01-02 16:12:00,48.85,6497,1538,1.41,481,Social Media,2610,41.79,High,Priority-Based,Static,0.8
JOB_2414,2024-01-02 16:13:00,2024-01-02 16:13:00,12.2,2855,1521,7.96,676,IoT,3041,42.51,Medium,ASB-Dynamic-CapsNet,Dynamic,2.29
JOB_2415,2024-01-02 16:14:00,2024-01-02 16:14:00,50.44,1897,1226,4.82,548,Enterprise DB,1713,724.38,Low,Round Robin,Dynamic,4.22
JOB_2416,2024-01-02 16:15:00,2024-01-02 16:15:00,87.12,7619,2783,5.18,598,Cloud,2447,201.2,Medium,FCFS,Dynamic,4.55
JOB_2417,2024-01-02 16:16:00,2024-01-02 16:16:00,40.74,3280,1880,2.27,827,Cloud,3253,655.68,Medium,Round Robin,Static,3.21
JOB_2418,2024-01-02 16:17:00,2024-01-02 16:17:00,13.12,7676,1631,6.78,422,Enterprise DB,4691,551.11,Medium,Round Robin,Static,1.8
JOB_2419,2024-01-02 16:18:00,2024-01-02 16:18:00,12.48,2324,2014,5.74,944,Enterprise DB,648,981.98,Medium,ASB-Dynamic-CapsNet,Dynamic,3.75
JOB_2420,2024-01-02 16:19:00,2024-01-02 16:19:00,41.04,2991,1332,2.46,578,Cloud,2094,837.05,High,Priority-Based,Static,1.46
JOB_2421,2024-01-02 16:20:00,2024-01-02 16:20:00,22.8,7780,2056,3.73,640,Enterprise DB,308,419.0,Low,Round Robin,Static,1.1
JOB_2422,2024-01-02 16:21:00,2024-01-02 16:21:00,11.87,4560,492,6.17,997,IoT,4621,620.25,High,Round Robin,Static,3.98
JOB_2423,2024-01-02 16:22:00,2024-01-02 16:22:00,70.5,5824,925,9.29,174,Enterprise DB,1955,126.12,Medium,Round Robin,Dynamic,3.76
JOB_2424,2024-01-02 16:23:00,2024-01-02 16:23:00,46.68,904,3063,9.24,998,IoT,3069,392.52,Medium,Round Robin,Dynamic,4.41
JOB_2425,2024-01-02 16:24:00,2024-01-02 16:24:00,33.14,2221,2495,3.24,585,IoT,437,736.55,Medium,FCFS,Dynamic,2.88
